Id,accommodates,bathrooms,bedrooms,beds,cleaning_fee,minimum_nights,number_of_reviews,review_scores_location,instant_bookable,property_type_Apartment,property_type_House,property_type_Other,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,area_Manly,area_Pittwater,area_Warringah
570,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,-0.881689526772604,-0.23469550337734696,-0.43678143771228256,0.9030899869919435,0,1,0,0,0,1,0,0,1,0,0,0,0,1
571,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.17843847767870732,-0.23469550337734696,0.17006484031844615,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
572,0.052366604754267486,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.881689526772604,0.20550223312374943,-0.43678143771228256,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
573,-0.31904838822507403,-0.5771223250333126,0.14169634045731783,-0.9012145313539773,-0.03778826785992796,-0.32273505067756625,-0.3019267092610095,0.9030899869919435,0,1,0,0,0,1,0,0,0,0,1,1,0,0
574,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,-0.881689526772604,-0.1466559560771277,-0.5042088019379191,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
575,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,-0.881689526772604,-0.05861640877690841,-0.03221725235846341,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
576,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,-0.38941379240687635,0.029423138523310872,-0.43678143771228256,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
577,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.03778826785992796,-0.23469550337734696,0.10263747609280964,1.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
578,0.423781597733609,1.1297336632891484,1.110798097513616,1.8767747282723675,3.3378167677907764,-0.1466559560771277,-0.5042088019379191,1.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
579,0.7951965907129506,1.1297336632891484,2.079899854569914,1.8767747282723675,-0.881689526772604,0.029423138523310872,-0.5042088019379191,1.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
580,0.052366604754267486,-0.5771223250333126,1.110798097513616,0.48778009845919507,-0.881689526772604,1.4380558953268194,-0.5042088019379191,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
581,0.052366604754267486,1.1297336632891484,1.110798097513616,-0.20671721644739116,-0.10811337276931764,0.20550223312374943,-0.5042088019379191,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
582,0.052366604754267486,-0.5771223250333126,0.14169634045731783,0.48778009845919507,0.24351215177763075,-0.23469550337734696,-0.43678143771228256,0.7781512503836436,0,1,0,0,0,1,0,0,0,0,1,0,0,1
583,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5300640022256558,-0.32273505067756625,-0.43678143771228256,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
584,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,0.5248125714151894,0.029423138523310872,-0.5042088019379191,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
585,0.052366604754267486,0.2763056691279178,1.110798097513616,0.48778009845919507,0.5248125714151894,-0.1466559560771277,0.3049195687697192,0.9542425094393249,0,0,1,0,0,1,0,0,0,1,0,1,0,0
586,0.7951965907129506,1.1297336632891484,1.110798097513616,2.5712720431789537,-0.881689526772604,-0.1466559560771277,-0.369354073486646,0.9542425094393249,1,0,0,1,0,1,0,0,1,0,0,0,0,1
587,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.881689526772604,-0.1466559560771277,-0.09964461658409993,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
588,1.1666115836922921,2.836589651611609,1.110798097513616,1.1822774133657812,0.5248125714151894,-0.23469550337734696,-0.369354073486646,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
589,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,2.423590403968711,-0.1466559560771277,-0.43678143771228256,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
590,0.052366604754267486,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,0.17318704686824107,-0.23469550337734696,0.6420563898979018,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
591,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,0.8061129910527481,-0.1466559560771277,1.046620575251721,1.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
592,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.670714212044435,-0.32273505067756625,-0.43678143771228256,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
593,1.1666115836922921,1.1297336632891484,2.079899854569914,1.8767747282723675,-0.881689526772604,0.11746268582353014,-0.369354073486646,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
594,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.881689526772604,-0.32273505067756625,1.6534668532824497,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
595,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.881689526772604,-0.32273505067756625,-0.5042088019379191,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
596,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.38941379240687635,-0.23469550337734696,1.5186121248311766,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
597,0.052366604754267486,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,1.298388725418476,-0.1466559560771277,-0.16707198080973645,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
598,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,0.10286194195885139,-0.05861640877690841,-0.43678143771228256,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
599,0.052366604754267486,-0.5771223250333126,0.14169634045731783,0.48778009845919507,-0.881689526772604,-0.23469550337734696,0.10263747609280964,1.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
600,-1.0618783741837572,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.881689526772604,0.029423138523310872,-0.369354073486646,0.8450980400142568,0,0,0,1,0,0,1,0,0,0,1,0,0,1
601,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.881689526772604,0.029423138523310872,-0.43678143771228256,0.7781512503836436,1,0,1,0,0,0,1,0,1,0,0,0,0,1
602,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,0.3841623615964101,-0.23469550337734696,-0.5042088019379191,1.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
603,1.9094415696509754,1.1297336632891484,2.079899854569914,3.26576935808554,1.3687138303278656,-0.1466559560771277,-0.5042088019379191,1.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
604,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.17843847767870732,0.20550223312374943,-0.43678143771228256,1.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
605,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.881689526772604,-0.32273505067756625,-0.5042088019379191,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
606,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.17843847767870732,-0.32273505067756625,1.046620575251721,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
607,-1.0618783741837572,0.2763056691279178,-0.8274054165989805,-0.9012145313539773,-0.881689526772604,0.20550223312374943,-0.43678143771228256,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
